IDStations,Latitude,Longitude,Time,Altitude,AQ_pm10,AQ_pm25,AQ_co,AQ_nh3,AQ_nox,AQ_no2,AQ_so2,WE_temp_2m,WE_wind_speed_10m_mean,WE_wind_speed_10m_max,WE_mode_wind_direction_10m,WE_tot_precipitation,WE_precipitation_t,WE_surface_pressure,WE_solar_radiation,WE_rh_min,WE_rh_mean,WE_rh_max,WE_wind_speed_100m_mean,WE_wind_speed_100m_max,WE_mode_wind_direction_100m,WE_blh_layer_max,WE_blh_layer_min,EM_nh3_livestock_mm,EM_nh3_agr_soils,EM_nh3_agr_waste_burn,EM_nh3_sum,EM_nox_traffic,EM_nox_sum,EM_so2_sum,LI_pigs,LI_bovine,LI_pigs_v2,LI_bovine_v2,LA_hvi,LA_lvi,LA_land_use,LA_soil_use
1264.0,46.1678524,9.87920992,2020-10-01,290.0,13.0,11.0,,,25.19,16.1,,6.528,0.806,1.222,NW,0.0006815,1.0,82960.0,9169000.0,65.26,87.21,99.3,1.307,2.515,NW,798.3,25.59,0.4864,0.4982,0.005722,1.192,0.5866,1.165,0.18,0.7186,5.078,0.8972,6.441,4.321,1.628,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-02,290.0,11.0,9.0,,,24.31,16.9,,6.441,0.9826,1.466,NE,0.07123,1.0,82330.0,1634000.0,97.92,99.06,99.55,3.134,4.052,NE,587.1,85.63,0.4816,0.501,0.005772,1.194,0.5857,1.17,0.182,0.7186,5.078,0.8971,6.444,4.312,1.618,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-03,290.0,8.0,3.0,,,15.3,11.86,,5.725,1.052,1.616,NE,0.05218,1.0,82060.0,6115000.0,65.95,92.49,99.68,3.176,4.721,NE,863.3,83.0,0.4768,0.5045,0.00582,1.195,0.5848,1.175,0.1838,0.7186,5.078,0.897,6.448,4.303,1.607,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-04,290.0,9.0,4.0,,,12.0,8.304,,3.512,0.7993,1.097,NE,0.02545,1.0,82500.0,5362000.0,88.3,97.08,99.59,2.43,3.216,N,1201.0,81.44,0.4718,0.5088,0.005866,1.198,0.5841,1.18,0.1855,0.7186,5.078,0.8969,6.451,4.294,1.596,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-05,290.0,7.0,5.0,,,18.12,13.01,,2.599,0.6209,1.112,SE,0.006554,1.0,82860.0,6053000.0,76.95,89.42,98.21,1.283,2.353,N,946.8,15.43,0.4667,0.5139,0.005909,1.201,0.5834,1.184,0.1872,0.7186,5.078,0.8967,6.454,4.285,1.585,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-06,290.0,12.0,9.0,,,23.31,11.84,,3.273,0.7937,1.356,NW,0.001119,1.0,83250.0,6997000.0,69.73,85.74,96.43,1.546,2.806,NW,816.4,24.14,0.4615,0.5197,0.00595,1.204,0.5827,1.188,0.1887,0.7186,5.078,0.8966,6.458,4.275,1.574,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-07,290.0,11.0,9.0,,,22.35,12.99,,4.727,1.003,1.353,S,9.332e-05,0.0,83370.0,10600000.0,46.97,72.52,98.15,2.597,3.453,S,1561.0,24.73,0.4563,0.5263,0.005988,1.209,0.5821,1.193,0.1903,0.7186,5.078,0.8964,6.461,4.266,1.563,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-08,290.0,10.0,5.0,,,22.95,13.27,,5.893,0.7592,1.127,S,2.935e-06,0.0,84130.0,10850000.0,49.02,69.34,84.78,1.588,2.991,S,720.1,11.91,0.4509,0.5337,0.006024,1.213,0.5816,1.197,0.1918,0.6707,5.078,0.8963,6.464,4.257,1.552,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-09,290.0,13.0,11.0,,,30.45,16.69,,6.578,0.6743,0.9459,S,1.388e-17,0.0,84140.0,10080000.0,60.05,77.15,97.67,0.881,1.824,NW,680.8,10.99,0.4455,0.5418,0.006058,1.219,0.5812,1.201,0.1932,0.6707,5.078,0.8962,6.468,4.248,1.541,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-10,290.0,14.0,11.0,,,21.19,12.21,,5.071,0.7697,1.065,S,0.003082,1.0,83730.0,8899000.0,59.82,83.05,99.21,1.307,2.762,S,929.7,24.48,0.4401,0.5506,0.006089,1.225,0.5807,1.205,0.1946,0.6707,5.078,0.896,6.471,4.239,1.53,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-11,290.0,8.0,6.0,,,12.23,9.442,,2.609,1.06,1.203,S,0.003065,1.0,83180.0,4947000.0,63.71,76.9,94.46,2.759,3.395,S,803.7,134.2,0.4346,0.5602,0.006117,1.231,0.5804,1.209,0.196,0.6707,5.078,0.8959,6.474,4.23,1.519,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-12,290.0,10.0,9.0,,,27.62,15.95,,1.38,1.15,1.512,S,3.217e-05,0.0,83160.0,10970000.0,41.74,59.75,76.63,3.224,3.77,S,1448.0,201.5,0.4291,0.5704,0.006142,1.239,0.58,1.212,0.1973,0.6707,5.078,0.8958,6.477,4.221,1.508,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-13,290.0,10.0,6.0,,,29.95,17.21,,1.084,0.7075,1.06,S,1.269e-05,0.0,82840.0,11400000.0,42.73,59.65,75.29,1.713,3.024,S,1645.0,11.1,0.4235,0.5814,0.006165,1.246,0.5798,1.216,0.1986,0.6707,5.078,0.8956,6.481,4.212,1.497,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-14,290.0,15.0,11.0,,,33.25,17.39,,1.8,0.6624,1.028,N,0.0001079,0.0,82770.0,10790000.0,52.28,69.15,82.39,1.384,2.07,SE,954.4,13.05,0.4179,0.5931,0.006185,1.255,0.5795,1.22,0.2,0.6707,5.126,0.8955,6.484,4.203,1.486,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-15,290.0,17.0,14.0,,,40.81,18.6,,0.3394,0.8863,1.129,S,0.01246,5.0,82590.0,2677000.0,76.96,85.86,95.85,2.788,3.527,S,400.5,35.37,0.4124,0.6056,0.006203,1.264,0.5793,1.224,0.2013,0.6707,5.126,0.8953,6.487,4.193,1.475,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-16,290.0,11.0,8.0,,,26.03,8.775,,2.112,0.6978,0.9781,S,0.001695,1.0,83070.0,6236000.0,49.66,74.57,92.85,2.013,2.711,S,961.6,28.57,0.4068,0.6187,0.006217,1.273,0.5791,1.227,0.2027,0.6707,5.126,0.8952,6.49,4.189,1.47,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-17,290.0,12.0,8.0,,,25.39,8.667,,2.143,0.6702,1.05,S,0.0005174,1.0,83330.0,7180000.0,55.3,72.02,83.52,1.596,2.706,S,1054.0,13.51,0.4013,0.6325,0.006229,1.283,0.5789,1.231,0.204,0.6707,5.126,0.8951,6.494,4.185,1.466,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-18,290.0,14.0,13.0,,,14.69,7.737,,2.629,0.616,1.039,S,0.0005389,1.0,83760.0,7775000.0,62.86,79.84,97.53,1.264,1.858,NW,954.9,10.87,0.3958,0.6469,0.006238,1.294,0.5787,1.234,0.2054,0.6707,5.126,0.8949,6.497,4.181,1.461,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-19,290.0,19.0,15.0,,,31.15,14.58,,2.579,0.5519,0.974,NW,0.0003489,1.0,84050.0,6364000.0,73.44,88.76,98.62,1.149,1.894,SE,580.9,12.73,0.3903,0.6621,0.006243,1.305,0.5786,1.238,0.2069,0.6707,5.126,0.8948,6.5,4.177,1.456,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-20,290.0,19.0,14.0,,,34.29,17.26,,3.005,0.6002,0.8851,SE,3.361e-06,0.0,84120.0,8163000.0,65.88,85.29,98.15,1.194,2.419,SE,593.0,24.22,0.3849,0.6779,0.006246,1.317,0.5784,1.242,0.2084,0.6707,5.126,0.8946,6.503,4.173,1.451,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-21,290.0,20.0,16.0,,,36.8,18.85,,4.497,0.5944,1.01,S,0.0001107,0.0,84110.0,8525000.0,62.9,85.65,98.25,1.342,2.71,N,640.8,20.92,0.3795,0.6944,0.006246,1.33,0.5783,1.246,0.2099,0.6707,5.126,0.8945,6.507,4.169,1.447,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-22,290.0,28.0,20.0,,,65.12,24.25,,5.276,0.5396,0.891,S,0.0008795,1.0,84180.0,5458000.0,73.26,90.4,98.26,1.049,1.723,NW,287.3,21.41,0.3742,0.7116,0.006243,1.343,0.5782,1.249,0.2115,0.6707,5.126,0.8943,6.51,4.165,1.442,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-23,290.0,28.0,23.0,,,74.18,19.38,,6.448,0.6018,1.249,NE,0.0149,1.0,83860.0,1936000.0,96.35,98.52,99.68,1.636,2.213,N,206.5,22.96,0.3689,0.7293,0.006237,1.356,0.578,1.253,0.2132,0.6707,5.126,0.8942,6.513,4.161,1.437,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-24,290.0,13.0,13.0,,,38.95,14.45,,6.133,0.5108,0.9183,S,0.004983,1.0,83610.0,7272000.0,66.34,86.47,99.69,1.452,2.969,S,802.0,11.49,0.3638,0.7478,0.006227,1.371,0.5779,1.257,0.2149,0.6228,5.126,0.894,6.516,4.157,1.432,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-25,290.0,14.0,11.0,,,19.93,10.55,,3.957,0.813,1.244,SE,0.001094,1.0,83410.0,7983000.0,67.13,87.46,99.12,1.663,2.766,NW,798.3,24.28,0.3587,0.7668,0.006215,1.385,0.5778,1.261,0.2167,0.6228,5.126,0.8939,6.519,4.153,1.428,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-26,290.0,14.0,11.0,,,29.35,18.32,,3.597,0.7193,0.9963,NE,0.06124,1.0,82670.0,681500.0,97.13,99.2,99.71,2.363,3.27,NE,309.7,69.79,0.3538,0.7865,0.006199,1.401,0.5776,1.265,0.2186,0.6228,5.126,0.8938,6.522,4.149,1.423,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-27,290.0,8.0,6.0,,,15.15,13.31,,0.3418,0.8561,1.171,S,0.01227,1.0,82900.0,3874000.0,56.51,83.19,96.91,1.724,3.084,S,691.9,10.54,0.349,0.8069,0.00618,1.417,0.5774,1.269,0.2207,0.6228,5.126,0.8936,6.525,4.145,1.418,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-28,290.0,14.0,10.0,,,32.89,17.93,,-1.54,0.84,1.342,S,0.0002307,0.0,83570.0,4942000.0,59.61,81.35,93.33,1.015,2.591,S,376.9,10.75,0.3443,0.8278,0.006158,1.433,0.5772,1.273,0.2228,0.6228,5.174,0.8935,6.528,4.141,1.413,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-29,290.0,19.0,14.0,,,42.22,18.81,,2.032,0.9259,1.208,S,5.571e-05,0.0,83800.0,5250000.0,55.95,75.75,91.87,1.877,2.97,S,726.7,14.46,0.3397,0.8493,0.006132,1.45,0.577,1.278,0.225,0.6228,5.174,0.8933,6.531,4.137,1.409,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-30,290.0,19.0,14.0,,,46.53,19.37,,6.386,0.9309,1.236,S,1.457e-05,0.0,84250.0,6351000.0,55.69,69.76,78.61,2.162,2.974,S,392.8,17.61,0.3353,0.8715,0.006103,1.468,0.5768,1.282,0.2274,0.6228,5.174,0.8932,6.534,4.133,1.404,112.0,NA
1264.0,46.1678524,9.87920992,2020-10-31,290.0,21.0,16.0,,,36.32,20.85,,6.847,0.8276,1.248,S,8.48e-07,0.0,84280.0,7369000.0,48.34,68.05,87.1,1.384,2.752,S,200.2,11.6,0.331,0.8942,0.006071,1.486,0.5765,1.287,0.2299,0.6228,5.174,0.893,6.537,4.129,1.399,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-01,290.0,24.0,18.0,,,28.13,18.06,,5.238,0.797,1.278,S,5.308e-07,0.0,84100.0,5207000.0,49.34,69.66,81.84,1.248,2.457,S,212.9,11.37,0.3269,0.9175,0.006035,1.505,0.5762,1.292,0.2325,0.6228,5.174,0.8929,6.54,4.125,1.395,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-02,290.0,29.0,20.0,,,53.88,22.01,,7.612,0.6431,0.9389,S,0.0006291,0.0,84130.0,6982000.0,59.99,78.5,99.75,1.05,2.08,S,321.4,11.42,0.323,0.9433,0.005994,1.527,0.5758,1.297,0.2354,0.6228,5.174,0.8927,6.543,4.121,1.39,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-03,290.0,26.0,21.0,,,39.84,20.1,,6.089,0.6717,1.063,S,0.0002866,1.0,84130.0,6907000.0,70.97,89.27,99.5,0.9486,1.564,SE,421.8,13.65,0.3191,0.9732,0.005945,1.553,0.5753,1.302,0.2384,0.6228,5.174,0.8926,6.546,4.117,1.385,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-04,290.0,34.0,26.0,,,49.9,20.83,,6.027,0.462,0.7875,SE,0.00365,1.0,84170.0,4403000.0,81.06,91.87,97.87,0.9661,1.696,SE,387.0,17.56,0.3154,1.007,0.00589,1.584,0.5746,1.308,0.2417,0.6228,5.174,0.8925,6.549,4.113,1.38,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-05,290.0,30.0,23.0,,,51.02,18.38,,5.955,0.4116,0.9201,S,0.0003261,1.0,84700.0,6150000.0,70.52,89.39,97.91,1.129,2.141,SE,454.6,13.94,0.3117,1.044,0.005829,1.619,0.5739,1.313,0.2452,0.6228,5.174,0.8923,6.552,4.109,1.376,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-06,290.0,30.0,26.0,,,48.38,20.68,,5.252,0.4019,0.9883,S,0.000247,1.0,84810.0,5226000.0,66.53,87.82,99.26,0.8462,2.25,SE,589.2,11.77,0.3081,1.083,0.005762,1.658,0.5731,1.319,0.2488,0.6228,5.174,0.8922,6.555,4.105,1.371,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-07,290.0,21.0,18.0,,,27.12,16.77,,3.479,0.7853,1.165,S,3.057e-06,0.0,84690.0,8462000.0,56.69,81.68,98.08,1.045,2.102,SE,485.2,11.67,0.3046,1.126,0.005689,1.699,0.5722,1.324,0.2526,0.6228,5.174,0.892,6.558,4.101,1.366,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-08,290.0,21.0,17.0,,,19.53,15.25,,3.124,0.7092,1.106,S,9.196e-08,0.0,84400.0,7287000.0,57.53,79.64,97.25,0.8777,1.777,SE,353.2,10.98,0.3012,1.17,0.005612,1.744,0.5713,1.33,0.2565,0.6228,5.174,0.8919,6.561,4.097,1.361,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-09,290.0,29.0,18.0,,,59.42,22.04,,3.057,0.7305,1.082,S,2.868e-06,0.0,84240.0,7880000.0,66.22,84.54,98.69,0.8631,1.79,SE,598.4,10.61,0.2979,1.217,0.00553,1.79,0.5703,1.336,0.2605,0.6228,5.174,0.8917,6.563,4.093,1.357,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-10,290.0,39.0,24.0,,,69.57,25.04,,2.521,0.7554,1.179,S,1.829e-06,0.0,84280.0,7521000.0,56.28,81.39,96.21,0.9931,1.658,SE,482.7,10.57,0.2947,1.264,0.005444,1.839,0.5693,1.342,0.2646,0.6228,5.174,0.8916,6.566,4.089,1.352,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-11,290.0,34.0,25.0,,,68.46,24.85,,1.722,0.5676,1.05,S,9.004e-05,1.0,84210.0,6816000.0,65.03,85.62,98.26,1.047,1.887,SE,638.7,12.2,0.2915,1.313,0.005354,1.889,0.5683,1.348,0.2689,0.5749,5.174,0.8914,6.569,4.085,1.347,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-12,290.0,35.0,26.0,,,61.01,23.38,,2.649,0.5427,0.8174,S,4.909e-05,0.0,84080.0,6868000.0,62.18,83.74,98.79,1.091,1.745,S,632.5,10.4,0.2884,1.363,0.005261,1.94,0.5673,1.354,0.2732,0.5749,5.222,0.8913,6.572,4.081,1.342,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-13,290.0,29.0,20.0,,,53.06,21.95,,1.51,0.5799,0.8136,S,4.57e-06,1.0,84120.0,5997000.0,67.88,84.01,98.13,0.8205,2.039,S,545.8,11.57,0.2854,1.413,0.005166,1.992,0.5663,1.36,0.2775,0.5749,5.222,0.8912,6.574,4.077,1.338,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-14,290.0,28.0,23.0,,,39.27,20.01,,1.687,0.6169,0.913,S,1.645e-06,0.0,84120.0,6621000.0,61.91,82.44,98.17,0.9232,1.815,SE,510.2,13.0,0.2824,1.462,0.005068,2.044,0.5653,1.366,0.2819,0.5749,5.222,0.891,6.577,4.073,1.333,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-15,290.0,25.0,22.0,,,25.16,16.62,,1.171,0.6042,0.9728,S,0.0002656,0.0,83850.0,6880000.0,64.11,84.54,96.65,0.9526,1.882,N,489.7,14.45,0.2796,1.512,0.004968,2.095,0.5644,1.373,0.2863,0.5749,5.222,0.8909,6.58,4.069,1.328,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-16,290.0,23.0,21.0,,,50.02,18.86,,2.403,0.8463,1.165,S,0.003506,0.0,83620.0,5565000.0,54.74,76.97,96.72,2.136,3.242,S,619.6,26.53,0.2768,1.56,0.004867,2.146,0.5635,1.379,0.2907,0.5749,5.222,0.8907,6.582,4.067,1.325,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-17,290.0,22.0,17.0,,,55.66,24.98,,1.439,0.7675,1.234,S,4.233e-06,0.0,84350.0,6775000.0,57.11,73.53,85.34,1.755,2.939,S,311.9,12.02,0.274,1.607,0.004765,2.196,0.5627,1.385,0.295,0.5749,5.222,0.8906,6.585,4.065,1.322,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-18,290.0,29.0,22.0,,,74.21,24.14,,3.679,0.7457,1.108,S,8.48e-07,0.0,84590.0,6954000.0,55.3,71.1,83.84,0.8345,2.087,S,180.1,10.88,0.2713,1.653,0.004662,2.244,0.5619,1.391,0.2994,0.5749,5.222,0.8905,6.587,4.062,1.319,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-19,290.0,27.0,20.0,,,81.2,24.93,,2.909,0.9405,1.638,S,0.002451,0.0,84050.0,5964000.0,58.53,74.31,87.67,1.953,4.528,S,768.4,11.23,0.2687,1.696,0.00456,2.291,0.5613,1.397,0.3037,0.5749,5.222,0.8903,6.59,4.06,1.316,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-20,290.0,18.0,15.0,,,55.32,27.15,,-1.462,1.278,1.549,S,0.0007438,0.0,84010.0,6083000.0,47.6,65.32,75.77,3.788,4.625,S,1044.0,188.4,0.2661,1.738,0.004457,2.335,0.5608,1.404,0.3079,0.5749,5.222,0.8902,6.592,4.058,1.313,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-21,290.0,25.0,20.0,,,44.57,25.69,,-2.502,0.6234,1.143,S,1.622e-06,5.0,84470.0,6249000.0,41.06,56.96,71.74,1.76,3.42,S,378.5,15.32,0.2636,1.776,0.004356,2.376,0.5604,1.41,0.312,0.5749,5.222,0.89,6.595,4.056,1.311,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-22,290.0,27.0,23.0,,,32.59,22.2,,1.165,0.6128,0.8766,S,0.0,0.0,84410.0,6269000.0,39.88,55.73,74.38,1.141,1.943,S,213.8,11.1,0.2612,1.812,0.004255,2.414,0.5602,1.416,0.316,0.5749,5.222,0.8899,6.597,4.053,1.308,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-23,290.0,37.0,29.0,,,74.78,30.5,,1.754,0.6347,1.037,S,5.098e-08,0.0,84210.0,6198000.0,46.14,64.18,75.64,1.264,2.502,S,249.1,11.53,0.2587,1.844,0.004156,2.448,0.5601,1.422,0.3199,0.5749,5.222,0.8898,6.599,4.051,1.305,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-24,290.0,43.0,32.0,,,88.33,29.37,,0.04341,0.6282,0.8998,S,1.696e-06,0.0,84180.0,6406000.0,48.72,70.0,84.45,0.8878,2.311,S,297.3,10.35,0.2564,1.872,0.00406,2.479,0.5601,1.428,0.3237,0.5749,5.222,0.8896,6.602,4.049,1.302,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-25,290.0,41.0,31.0,,,98.23,30.04,,0.357,0.6352,0.9542,SE,2.261e-06,0.0,83960.0,6402000.0,42.0,64.09,75.7,0.9899,2.361,SE,248.5,11.1,0.254,1.896,0.003966,2.504,0.5604,1.433,0.3273,0.5749,5.222,0.8895,6.604,4.047,1.299,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-26,290.0,39.0,31.0,,,100.0,30.48,,-0.1859,0.6208,0.9387,S,0.0,0.0,83930.0,6321000.0,43.92,67.46,85.16,0.8798,2.471,SE,192.9,10.56,0.2518,1.915,0.003874,2.525,0.5608,1.439,0.3308,0.5749,5.222,0.8894,6.606,4.044,1.296,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-27,290.0,38.0,30.0,,,99.06,31.96,,-0.3172,0.5754,0.864,S,3.671e-06,0.0,83760.0,5652000.0,50.49,68.59,86.36,0.8711,2.251,SE,343.0,10.91,0.2495,1.929,0.003787,2.541,0.5615,1.444,0.334,0.5749,5.222,0.8892,6.608,4.042,1.293,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-28,290.0,34.0,31.0,,,72.21,33.27,,-0.5174,0.6717,0.9817,S,2.731e-06,0.0,83460.0,5995000.0,57.52,78.29,93.89,1.105,2.588,SE,208.6,11.74,0.2473,1.938,0.003703,2.551,0.5623,1.45,0.337,0.5749,5.27,0.8891,6.611,4.04,1.29,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-29,290.0,31.0,29.0,,,43.57,24.86,,-0.9259,0.6367,0.8732,S,2.516e-07,0.0,83390.0,6034000.0,50.18,68.08,79.77,1.057,2.063,S,383.4,12.51,0.2451,1.941,0.003623,2.554,0.5634,1.455,0.3398,0.5749,5.27,0.889,6.613,4.038,1.287,112.0,NA
1264.0,46.1678524,9.87920992,2020-11-30,290.0,37.0,33.0,,,104.6,30.96,,-1.855,0.6045,0.8862,S,7.753e-07,0.0,83680.0,6135000.0,33.88,57.11,68.94,1.091,2.249,S,256.8,11.25,0.243,1.938,0.003548,2.551,0.5648,1.46,0.3424,0.5749,5.27,0.8888,6.615,4.035,1.284,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-01,290.0,34.0,29.0,,,61.81,33.83,,-2.877,0.4681,0.8073,S,0.001799,5.0,83040.0,2945000.0,34.75,56.08,75.7,1.229,2.879,S,506.7,16.97,0.2409,1.929,0.003478,2.541,0.5664,1.465,0.3447,0.5749,5.27,0.8887,6.617,4.033,1.281,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-02,290.0,26.0,23.0,,,60.77,30.33,,-3.322,0.6171,0.9512,S,0.004205,5.0,82590.0,1718000.0,65.65,75.3,89.98,1.809,2.829,S,294.2,17.9,0.2388,1.913,0.003413,2.524,0.5683,1.47,0.3468,0.5749,5.27,0.8886,6.619,4.031,1.278,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-03,290.0,25.0,23.0,,,78.73,28.3,,-4.264,0.74,1.035,N,0.0002231,5.0,82220.0,4615000.0,57.68,77.02,90.98,1.611,2.405,S,553.5,23.26,0.2369,1.891,0.003349,2.501,0.5704,1.475,0.3488,0.527,5.27,0.8885,6.621,4.029,1.275,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-04,290.0,26.0,25.0,,,68.46,34.48,,-4.045,1.007,1.418,NE,0.04934,5.0,81510.0,448100.0,88.43,92.24,94.83,3.004,4.131,E,240.5,112.1,0.235,1.864,0.003288,2.472,0.5728,1.479,0.3507,0.527,5.27,0.8883,6.623,4.026,1.272,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-05,290.0,18.0,17.0,,,50.3,32.14,,-2.804,0.6548,0.9894,E,0.04284,5.0,81700.0,468000.0,72.02,87.83,94.43,2.661,3.89,E,199.3,36.39,0.2333,1.831,0.003229,2.438,0.5755,1.484,0.3524,0.527,5.27,0.8882,6.624,4.024,1.269,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-06,290.0,14.0,14.0,,,32.36,24.36,,-1.853,0.4972,0.8143,E,0.05223,7.0,81610.0,162400.0,90.37,95.09,97.81,1.92,3.57,NE,747.5,12.2,0.2316,1.793,0.003171,2.398,0.5783,1.488,0.3541,0.527,5.27,0.8881,6.626,4.022,1.266,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-07,290.0,22.0,20.0,,,66.73,37.83,,-4.509,0.6109,0.8209,NE,0.006212,5.0,81910.0,1192000.0,81.78,88.84,97.26,2.003,2.431,NE,342.5,20.45,0.23,1.751,0.003116,2.354,0.5814,1.492,0.3556,0.527,5.27,0.888,6.628,4.02,1.263,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-08,290.0,31.0,29.0,,,47.17,31.5,,-4.741,0.8209,0.9681,SE,0.01334,5.0,81930.0,816500.0,78.26,84.74,89.56,2.424,3.582,SE,140.5,27.31,0.2284,1.704,0.003062,2.305,0.5847,1.496,0.357,0.527,5.27,0.8878,6.63,4.017,1.26,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-09,290.0,38.0,36.0,,,98.25,35.27,,-4.554,1.063,1.303,S,0.005021,5.0,82030.0,705600.0,70.46,78.35,83.85,3.107,3.861,S,351.1,40.8,0.227,1.654,0.00301,2.252,0.5881,1.5,0.3584,0.527,5.27,0.8877,6.631,4.015,1.257,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-10,290.0,26.0,23.0,,,92.98,31.0,,-7.223,0.8431,1.156,S,0.0001524,5.0,82210.0,2196000.0,60.57,77.84,88.59,1.103,2.681,SE,184.7,10.94,0.2255,1.599,0.002959,2.195,0.5917,1.504,0.3597,0.527,5.27,0.8876,6.633,4.013,1.254,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-11,290.0,26.0,23.0,,,72.16,35.24,,-9.201,0.7166,1.19,SE,0.0005526,5.0,82120.0,1620000.0,65.1,79.95,90.36,1.094,2.94,SE,69.21,13.94,0.2242,1.542,0.00291,2.135,0.5955,1.508,0.3609,0.527,5.27,0.8875,6.635,4.011,1.251,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-12,290.0,25.0,22.0,,,57.9,30.66,,-7.299,0.8954,1.314,S,0.0002995,5.0,81930.0,1836000.0,66.42,78.06,86.68,1.599,3.005,SE,58.35,15.07,0.2229,1.481,0.002861,2.071,0.5994,1.512,0.3621,0.527,5.27,0.8874,6.636,4.008,1.248,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-13,290.0,23.0,19.0,,,47.77,26.4,,-8.576,1.205,1.457,S,6.915e-06,5.0,82830.0,2326000.0,60.97,77.16,90.74,2.217,3.085,SE,79.84,10.81,0.2216,1.417,0.002814,2.005,0.6034,1.516,0.3631,0.527,5.27,0.8873,6.638,4.006,1.245,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-14,290.0,31.0,28.0,,,103.1,33.43,,-8.479,1.117,1.364,SE,3.7e-05,0.0,83420.0,2312000.0,51.6,64.23,84.14,1.191,2.264,SE,34.98,10.42,0.2204,1.351,0.002768,1.936,0.6075,1.52,0.3642,0.527,5.27,0.8871,6.639,4.004,1.242,112.0,NA
