IDStations,Latitude,Longitude,Time,Altitude,AQ_pm10,AQ_pm25,AQ_co,AQ_nh3,AQ_nox,AQ_no2,AQ_so2,WE_temp_2m,WE_wind_speed_10m_mean,WE_wind_speed_10m_max,WE_mode_wind_direction_10m,WE_tot_precipitation,WE_precipitation_t,WE_surface_pressure,WE_solar_radiation,WE_rh_min,WE_rh_mean,WE_rh_max,WE_wind_speed_100m_mean,WE_wind_speed_100m_max,WE_mode_wind_direction_100m,WE_blh_layer_max,WE_blh_layer_min,EM_nh3_livestock_mm,EM_nh3_agr_soils,EM_nh3_agr_waste_burn,EM_nh3_sum,EM_nox_traffic,EM_nox_sum,EM_so2_sum,LI_pigs,LI_bovine,LI_pigs_v2,LI_bovine_v2,LA_hvi,LA_lvi,LA_land_use,LA_soil_use
659.0,45.6460496,10.3892953,2021-05-06,349.0,19.0,,,,20.63,18.46,,10.13,1.33,2.288,NE,0.003707,1.0,94190.0,11860000.0,68.9,80.12,92.51,2.287,3.7,NE,1240.0,17.36,,,,,,,,0.1528,2.445,2.33,8.742,2.597,2.81,112.0,NA
659.0,45.6460496,10.3892953,2021-05-07,349.0,17.0,,,,20.04,17.22,,13.14,1.566,2.85,W,0.0005375,0.0,94090.0,19030000.0,47.03,68.74,92.05,3.109,5.322,W,2277.0,21.29,,,,,,,,0.1528,2.445,2.324,8.742,2.622,2.819,112.0,NA
659.0,45.6460496,10.3892953,2021-05-08,349.0,16.0,,,,17.47,15.46,,11.88,1.184,2.003,N,1.515e-05,0.0,95080.0,16020000.0,50.74,63.41,82.41,1.982,3.818,E,1263.0,17.04,,,,,,,,0.1528,2.445,2.317,8.742,2.646,2.827,112.0,NA
659.0,45.6460496,10.3892953,2021-05-09,349.0,21.0,,,,15.63,13.81,,13.42,1.167,1.632,N,2.828e-06,0.0,95040.0,19250000.0,56.66,72.11,92.43,1.654,2.95,N,1090.0,18.42,,,,,,,,0.1528,2.445,2.312,8.741,2.671,2.836,112.0,NA
659.0,45.6460496,10.3892953,2021-05-10,349.0,26.0,,,,17.01,14.82,,15.38,1.497,2.082,NE,0.0007042,0.0,94760.0,18890000.0,54.69,70.62,89.06,2.565,4.144,E,1400.0,25.33,,,,,,,,0.1528,2.445,2.306,8.741,2.696,2.844,112.0,NA
659.0,45.6460496,10.3892953,2021-05-11,349.0,23.0,,,,21.83,19.45,,12.35,1.169,1.691,E,0.0297,1.0,94270.0,2351000.0,78.62,89.06,94.13,2.601,4.279,E,616.4,27.88,,,,,,,,0.1528,2.445,2.3,8.741,2.72,2.853,112.0,NA
659.0,45.6460496,10.3892953,2021-05-12,349.0,17.0,,,,20.72,18.26,,12.65,0.884,1.799,NW,0.007684,0.0,93950.0,16240000.0,56.83,78.03,93.75,1.439,3.175,W,1321.0,16.57,,,,,,,,0.1528,2.445,2.294,8.741,2.744,2.861,112.0,NA
659.0,45.6460496,10.3892953,2021-05-13,349.0,12.0,,,,22.18,18.52,,11.78,1.17,1.733,S,0.004128,1.0,93700.0,16870000.0,62.01,80.91,97.88,1.826,2.652,W,1396.0,20.3,,,,,,,,0.1528,2.445,2.288,8.741,2.769,2.87,112.0,NA
659.0,45.6460496,10.3892953,2021-05-14,349.0,19.0,,,,20.7,16.69,,10.63,1.002,2.136,N,0.005141,1.0,93980.0,15570000.0,64.4,83.79,99.35,1.275,2.844,NE,1459.0,14.98,,,,,,,,0.1528,2.445,2.283,8.741,2.794,2.878,112.0,NA
659.0,45.6460496,10.3892953,2021-05-15,349.0,18.0,,,,18.06,15.04,,10.83,1.196,2.078,W,0.0004354,0.0,94120.0,14900000.0,58.62,77.95,99.21,1.727,3.16,W,1230.0,25.75,,,,,,,,0.1528,2.445,2.277,8.741,2.818,2.886,112.0,NA
659.0,45.6460496,10.3892953,2021-05-16,349.0,21.0,,,,15.91,13.73,,12.34,1.07,1.927,NW,0.009876,1.0,93860.0,12770000.0,63.32,79.21,95.1,1.701,2.943,N,879.6,29.22,,,,,,,,0.1528,2.445,2.272,8.741,2.829,2.891,112.0,NA
659.0,45.6460496,10.3892953,2021-05-17,349.0,6.0,,,,16.63,14.15,,13.8,1.518,2.68,W,0.003527,0.0,93820.0,21390000.0,34.12,62.93,95.9,2.453,4.54,W,2121.0,17.94,,,,,,,,0.1528,2.445,2.266,8.741,2.841,2.895,112.0,NA
659.0,45.6460496,10.3892953,2021-05-18,349.0,22.0,,,,21.3,17.3,,12.51,1.36,1.832,NW,0.001955,0.0,94330.0,20960000.0,41.78,64.39,87.12,2.234,3.902,N,2190.0,14.19,,,,,,,,0.1528,2.445,2.261,8.741,2.852,2.899,112.0,NA
659.0,45.6460496,10.3892953,2021-05-19,349.0,10.0,,,,20.32,17.65,,11.59,1.176,2.067,S,0.007578,0.0,94460.0,21060000.0,62.42,75.69,87.41,1.583,3.934,NW,2144.0,18.7,,,,,,,,0.1528,2.445,2.256,8.741,2.864,2.903,112.0,NA
659.0,45.6460496,10.3892953,2021-05-20,349.0,9.0,,,,23.94,20.13,,12.57,1.177,1.814,S,0.0003585,0.0,94920.0,22850000.0,37.11,57.14,92.41,2.004,3.445,NW,2553.0,16.6,,,,,,,,0.1528,2.445,2.251,8.74,2.875,2.907,112.0,NA
659.0,45.6460496,10.3892953,2021-05-21,349.0,23.0,,,,23.26,19.6,,13.15,1.37,2.512,N,0.001991,0.0,94770.0,16410000.0,45.03,60.26,78.18,2.387,4.638,N,1864.0,14.9,,,,,,,,0.1528,2.445,2.246,8.74,2.886,2.911,112.0,NA
659.0,45.6460496,10.3892953,2021-05-22,349.0,23.0,,,,16.86,14.78,,12.5,0.9655,1.715,W,0.003606,0.0,94390.0,10780000.0,63.81,75.04,89.32,1.612,3.027,N,1220.0,44.76,,,,,,,,0.1528,2.445,2.241,8.74,2.897,2.915,112.0,NA
659.0,45.6460496,10.3892953,2021-05-23,349.0,16.0,,,,15.88,13.53,,14.45,1.117,2.094,W,0.001964,0.0,94640.0,15960000.0,48.83,67.03,88.77,1.91,3.92,W,1458.0,26.91,,,,,,,,0.1528,2.445,2.236,8.74,2.909,2.919,112.0,NA
659.0,45.6460496,10.3892953,2021-05-24,349.0,10.0,,,,25.71,23.16,,11.56,0.8324,1.574,SE,0.02026,1.0,94740.0,2974000.0,69.94,88.08,95.87,2.097,4.039,SE,447.6,29.61,,,,,,,,0.1528,2.445,2.231,8.74,2.92,2.923,112.0,NA
659.0,45.6460496,10.3892953,2021-05-25,349.0,12.0,,,,19.12,16.38,,13.68,1.623,2.958,W,7.791e-05,0.0,94770.0,22730000.0,35.23,66.61,99.31,3.046,5.691,W,2253.0,15.36,,,,,,,,0.1528,2.445,2.226,8.74,2.932,2.927,112.0,NA
659.0,45.6460496,10.3892953,2021-05-26,349.0,21.0,,,,24.16,20.94,,13.18,1.148,1.796,SE,9.249e-05,0.0,94930.0,17260000.0,54.79,66.75,82.71,1.944,3.7,E,1331.0,16.17,,,,,,,,0.1528,2.445,2.222,8.74,2.943,2.931,112.0,NA
659.0,45.6460496,10.3892953,2021-05-27,349.0,28.0,,,,23.62,20.34,,14.24,1.21,1.848,S,0.0004617,0.0,94690.0,19690000.0,57.27,70.9,91.65,1.64,3.721,W,1418.0,13.28,,,,,,,,0.1528,2.445,2.217,8.74,2.954,2.935,112.0,NA
659.0,45.6460496,10.3892953,2021-05-28,349.0,17.0,,,,16.15,14.07,,15.28,1.123,1.943,N,0.000373,0.0,95050.0,19190000.0,54.4,67.86,87.63,1.905,3.157,N,1435.0,20.02,,,,,,,,0.1528,2.445,2.213,8.74,2.966,2.939,112.0,NA
659.0,45.6460496,10.3892953,2021-05-29,349.0,16.0,,,,17.72,15.61,,15.63,1.028,1.684,SE,0.001625,0.0,94930.0,14730000.0,55.58,70.09,88.3,1.743,3.059,NE,1071.0,31.51,,,,,,,,0.0,2.445,2.209,8.74,2.977,2.943,112.0,NA
659.0,45.6460496,10.3892953,2021-05-30,349.0,14.0,,,,12.69,10.59,,13.8,1.172,1.679,N,0.005134,0.0,95110.0,17490000.0,58.73,76.86,93.95,2.061,3.426,N,1030.0,35.64,,,,,,,,0.0,2.445,2.205,8.74,2.988,2.947,112.0,NA
659.0,45.6460496,10.3892953,2021-05-31,349.0,20.0,,,,15.64,13.49,,14.31,0.8881,1.542,N,0.0008683,0.0,95080.0,14210000.0,55.89,70.86,87.37,2.1,3.147,NE,1102.0,53.95,,,,,,,,0.0,2.445,2.201,8.74,3.0,2.951,112.0,NA
659.0,45.6460496,10.3892953,2021-06-01,349.0,22.0,,,,19.22,16.43,,15.93,0.9494,1.511,N,0.0006559,0.0,94900.0,17050000.0,56.62,68.84,83.51,1.846,3.111,NE,1165.0,45.17,,,,,,,,0.0,2.445,2.197,8.741,3.011,2.955,112.0,NA
659.0,45.6460496,10.3892953,2021-06-02,349.0,23.0,,,,16.67,14.65,,16.67,0.9895,1.533,NW,0.0004755,0.0,95120.0,17300000.0,52.02,65.86,85.04,2.051,3.366,E,1279.0,26.76,,,,,,,,0.0,2.445,2.193,8.741,3.022,2.959,112.0,NA
659.0,45.6460496,10.3892953,2021-06-03,349.0,31.0,,,,20.51,17.88,,17.91,1.105,1.706,NW,3.169e-05,0.0,95440.0,18790000.0,48.8,64.8,87.87,1.604,2.709,NW,1206.0,13.26,,,,,,,,0.0,2.445,2.189,8.741,3.034,2.963,112.0,NA
659.0,45.6460496,10.3892953,2021-06-04,349.0,31.0,,,,23.12,20.28,,19.54,1.037,1.712,NW,0.0001079,0.0,95470.0,20170000.0,47.01,63.18,91.81,1.613,3.09,NW,1354.0,15.5,,,,,,,,0.0,2.445,2.185,8.741,3.045,2.967,112.0,NA
659.0,45.6460496,10.3892953,2021-06-05,349.0,28.0,,,,19.09,16.49,,18.69,1.282,2.311,NW,0.002163,0.0,95150.0,20090000.0,51.28,68.27,85.15,2.023,4.262,NW,1645.0,18.87,,,,,,,,0.0,2.445,2.182,8.741,3.056,2.971,112.0,NA
659.0,45.6460496,10.3892953,2021-06-06,349.0,18.0,,,,14.92,12.36,,17.12,1.053,1.586,S,0.007549,1.0,94920.0,19150000.0,63.17,78.61,93.12,1.531,3.673,S,1329.0,22.65,,,,,,,,0.0,2.445,2.179,8.741,3.068,2.975,112.0,NA
659.0,45.6460496,10.3892953,2021-06-07,349.0,23.0,,,,20.47,15.38,,16.81,0.9213,1.767,S,0.01103,1.0,94970.0,16850000.0,67.04,83.55,96.98,0.8869,1.958,N,1377.0,12.72,,,,,,,,0.0,2.445,2.175,8.741,3.079,2.979,112.0,NA
659.0,45.6460496,10.3892953,2021-06-08,349.0,13.0,,,,23.93,18.59,,17.8,0.9058,1.579,S,0.003548,0.0,95030.0,16350000.0,67.07,79.4,93.06,1.371,3.363,S,1407.0,15.38,,,,,,,,0.0,2.445,2.172,8.741,3.09,2.983,112.0,NA
659.0,45.6460496,10.3892953,2021-06-09,349.0,9.0,,,,21.1,17.98,,18.47,1.181,1.712,S,0.001897,0.0,95010.0,18210000.0,46.55,70.26,88.74,1.586,2.922,S,1503.0,26.85,,,,,,,,0.0,2.445,2.169,8.741,3.102,2.987,112.0,NA
659.0,45.6460496,10.3892953,2021-06-10,349.0,18.0,,,,23.32,19.96,,18.48,1.088,1.77,S,0.004979,0.0,95020.0,18890000.0,53.47,73.08,92.56,1.599,3.138,NE,1488.0,16.91,,,,,,,,0.0,2.445,2.166,8.741,3.113,2.991,112.0,NA
659.0,45.6460496,10.3892953,2021-06-11,349.0,,,,,,,,18.0,1.03,1.625,S,0.007781,0.0,94990.0,18600000.0,65.3,79.54,95.44,1.037,2.095,S,1328.0,13.23,,,,,,,,0.0,2.445,2.163,8.742,3.124,2.995,112.0,NA
659.0,45.6460496,10.3892953,2021-06-12,349.0,,,,,,,,19.57,1.302,1.886,S,0.000127,0.0,95050.0,20570000.0,52.11,75.03,95.24,1.761,2.915,NW,1221.0,14.69,,,,,,,,0.0,2.445,2.161,8.742,3.136,2.999,112.0,NA
659.0,45.6460496,10.3892953,2021-06-13,349.0,,,,,,,,21.5,1.373,1.888,S,5.696e-05,0.0,95010.0,22680000.0,46.7,69.7,92.49,2.275,3.477,N,1611.0,42.17,,,,,,,,0.0,2.445,2.158,8.742,3.147,3.003,112.0,NA
659.0,45.6460496,10.3892953,2021-06-14,349.0,,,,,,,,20.95,1.411,1.928,NE,5.447e-05,0.0,95080.0,18400000.0,56.37,71.58,87.56,2.469,3.696,NE,1065.0,102.8,,,,,,,,0.0,2.445,2.156,8.742,3.158,3.007,112.0,NA
659.0,45.6460496,10.3892953,2021-06-15,349.0,23.0,,,,8.792,8.154,,20.44,0.9315,1.439,N,0.0001326,0.0,95100.0,14850000.0,57.49,69.08,82.97,1.943,3.162,E,1264.0,32.15,,,,,,,,0.0,2.445,2.154,8.742,3.17,3.011,112.0,NA
659.0,45.6460496,10.3892953,2021-06-16,349.0,29.0,,,,16.23,14.9,,20.75,0.8511,1.334,NE,0.0006514,0.0,94930.0,14490000.0,62.73,73.73,91.19,1.354,2.875,N,904.7,23.11,,,,,,,,0.0,2.445,2.151,8.743,3.175,3.013,112.0,NA
659.0,45.6460496,10.3892953,2021-06-17,349.0,43.0,,,,15.9,14.28,,21.85,0.8637,1.56,S,0.0007533,0.0,94960.0,18920000.0,55.72,73.04,95.12,1.719,4.044,N,1297.0,12.05,,,,,,,,0.0,2.445,2.149,8.743,3.181,3.015,112.0,NA
659.0,45.6460496,10.3892953,2021-06-18,349.0,31.0,,,,13.28,11.65,,22.89,0.956,1.896,NW,0.0002172,0.0,94980.0,20620000.0,52.48,70.26,85.12,1.835,3.941,NW,1344.0,15.37,,,,,,,,0.0,2.445,2.148,8.743,3.186,3.018,112.0,NA
659.0,45.6460496,10.3892953,2021-06-19,349.0,40.0,,,,14.64,13.09,,23.4,1.206,2.07,S,3.272e-05,0.0,94840.0,21590000.0,44.24,65.59,91.06,1.977,3.394,NW,1156.0,21.03,,,,,,,,0.0,2.445,2.146,8.743,3.192,3.019,112.0,NA
659.0,45.6460496,10.3892953,2021-06-20,349.0,40.0,,,,13.24,11.48,,22.79,1.241,1.931,S,0.001625,0.0,94500.0,18030000.0,44.2,67.42,88.04,2.172,5.967,SE,794.5,25.14,,,,,,,,0.0,2.445,2.144,8.743,3.198,3.022,112.0,NA
659.0,45.6460496,10.3892953,2021-06-21,349.0,59.0,,,,18.77,12.4,,22.06,1.374,1.982,NW,0.001013,0.0,94260.0,20380000.0,48.47,64.01,82.25,2.552,4.613,N,1654.0,31.61,,,,,,,,0.0,2.445,2.143,8.744,3.203,3.024,112.0,NA
659.0,45.6460496,10.3892953,2021-06-22,349.0,20.0,,,,18.26,15.89,,21.56,1.075,1.612,NW,4.305e-05,0.0,94420.0,21800000.0,43.46,60.26,89.24,2.337,4.079,W,1898.0,25.39,,,,,,,,0.0,2.445,2.142,8.744,3.209,3.026,112.0,NA
659.0,45.6460496,10.3892953,2021-06-23,349.0,22.0,,,,22.05,19.85,,21.61,1.383,2.142,S,0.0005473,0.0,94780.0,22280000.0,41.21,63.75,89.72,1.933,4.783,SW,1588.0,19.82,,,,,,,,0.0,2.445,2.14,8.744,3.214,3.028,112.0,NA
659.0,45.6460496,10.3892953,2021-06-24,349.0,13.0,,,,17.73,15.83,,20.93,1.461,2.162,NW,3.516e-05,0.0,94850.0,23180000.0,32.85,57.79,94.5,3.032,5.375,W,2388.0,18.64,,,,,,,,0.0,2.445,2.139,8.745,3.22,3.03,112.0,NA
659.0,45.6460496,10.3892953,2021-06-25,349.0,16.0,,,,20.5,18.41,,20.95,1.082,2.079,NW,0.0001733,0.0,94750.0,21190000.0,36.57,52.66,77.99,2.115,3.824,NW,2027.0,38.12,,,,,,,,0.0,2.445,2.139,8.745,3.226,3.032,112.0,NA
659.0,45.6460496,10.3892953,2021-06-26,349.0,19.0,,,,19.94,18.12,,20.9,1.155,1.558,S,3.453e-05,0.0,94860.0,21610000.0,42.32,60.77,87.4,1.528,3.173,S,1644.0,22.79,,,,,,,,0.0,2.445,2.138,8.745,3.231,3.034,112.0,NA
659.0,45.6460496,10.3892953,2021-06-27,349.0,18.0,,,,15.8,14.51,,21.59,1.071,1.556,S,0.0003143,0.0,94840.0,18630000.0,46.87,67.38,92.76,1.924,3.412,SE,1539.0,20.27,,,,,,,,0.0,2.445,2.137,8.746,3.237,3.036,112.0,NA
659.0,45.6460496,10.3892953,2021-06-28,349.0,22.0,,,,15.29,13.85,,23.41,1.427,2.023,NE,0.0005288,0.0,94770.0,21520000.0,45.16,63.81,89.62,2.241,3.809,E,1436.0,27.59,,,,,,,,0.0,2.445,2.137,8.746,3.242,3.038,112.0,NA
659.0,45.6460496,10.3892953,2021-06-29,349.0,22.0,,,,14.25,12.61,,21.98,1.343,2.937,S,0.003085,0.0,94440.0,19140000.0,47.41,62.47,84.59,3.395,6.744,NW,2978.0,32.62,,,,,,,,0.0,2.445,2.137,8.746,3.248,3.04,112.0,NA
659.0,45.6460496,10.3892953,2021-06-30,349.0,19.0,,,,26.13,23.26,,20.74,0.842,1.86,SE,0.00206,0.0,94270.0,18140000.0,48.11,60.16,74.42,1.598,3.306,NW,1756.0,14.08,,,,,,,,0.0,2.445,2.137,8.747,3.253,3.042,112.0,NA
659.0,45.6460496,10.3892953,2021-07-01,349.0,18.0,,,,19.99,18.04,,20.91,1.26,2.061,S,0.0001085,0.0,94460.0,20520000.0,33.49,60.21,86.48,2.23,4.394,W,2382.0,25.17,,,,,,,,0.0,2.445,2.137,8.747,3.259,3.044,112.0,NA
659.0,45.6460496,10.3892953,2021-07-02,349.0,23.0,,,,22.16,20.07,,20.44,1.162,1.625,SE,0.003802,0.0,94710.0,20200000.0,48.16,67.84,88.33,1.978,3.586,E,1788.0,70.54,,,,,,,,0.0,2.445,2.137,8.747,3.265,3.046,112.0,NA
659.0,45.6460496,10.3892953,2021-07-03,349.0,23.0,,,,17.71,15.84,,20.3,0.9126,1.415,SE,0.009266,0.0,94720.0,14220000.0,56.17,74.84,95.55,1.866,3.263,SE,1067.0,63.84,,,,,,,,0.0,2.445,2.137,8.748,3.27,3.048,112.0,NA
659.0,45.6460496,10.3892953,2021-07-04,349.0,19.0,,,,15.07,13.55,,17.93,0.7411,1.306,N,0.01653,1.0,94370.0,10160000.0,86.19,92.99,99.24,1.687,2.804,N,692.7,23.46,,,,,,,,0.0,2.445,2.137,8.748,3.276,3.05,112.0,NA
659.0,45.6460496,10.3892953,2021-07-05,349.0,17.0,,,,23.08,18.75,,19.83,1.118,1.593,N,9.038e-07,0.0,94460.0,20540000.0,52.29,70.82,95.56,1.521,3.031,N,1365.0,30.12,,,,,,,,0.0,2.445,2.137,8.749,3.281,3.052,112.0,NA
659.0,45.6460496,10.3892953,2021-07-06,349.0,15.0,,,,22.41,17.56,,21.54,1.275,1.745,SE,4.799e-05,0.0,94630.0,19370000.0,55.71,70.66,89.88,1.907,3.597,SE,1276.0,28.33,,,,,,,,0.0,2.445,2.137,8.749,3.287,3.054,112.0,NA
659.0,45.6460496,10.3892953,2021-07-07,349.0,26.0,,,,18.23,15.62,,22.11,1.333,1.975,SE,0.01257,0.0,94720.0,20420000.0,53.2,74.48,96.92,1.89,4.725,N,1847.0,15.56,,,,,,,,0.0,2.445,2.137,8.749,3.292,3.056,112.0,NA
659.0,45.6460496,10.3892953,2021-07-08,349.0,20.0,,,,16.5,13.25,,19.01,1.377,2.02,S,0.05176,1.0,94850.0,11400000.0,71.89,87.37,95.6,2.372,4.421,SE,1152.0,16.78,,,,,,,,0.0,2.445,2.137,8.75,3.298,3.058,112.0,NA
659.0,45.6460496,10.3892953,2021-07-09,349.0,13.0,,,,21.75,17.7,,19.65,1.158,2.081,NW,0.001922,0.0,94890.0,23210000.0,54.88,72.17,96.1,1.886,3.11,W,1372.0,18.18,,,,,,,,0.0,2.445,2.137,8.75,3.304,3.06,112.0,NA
659.0,45.6460496,10.3892953,2021-07-10,349.0,20.0,,,,17.91,15.96,,20.49,1.069,1.567,S,0.0006637,0.0,94870.0,18770000.0,56.3,71.67,92.45,1.599,2.946,N,1457.0,14.93,,,,,,,,0.0,2.445,2.137,8.751,3.309,3.062,112.0,NA
659.0,45.6460496,10.3892953,2021-07-11,349.0,28.0,,,,14.35,12.64,,21.4,0.9411,1.592,SE,0.001641,0.0,94610.0,19790000.0,47.96,63.54,84.75,1.329,2.849,NW,1452.0,18.34,,,,,,,,0.0,2.445,2.137,8.751,3.315,3.064,112.0,NA
659.0,45.6460496,10.3892953,2021-07-12,349.0,22.0,,,,17.06,14.89,,21.87,1.282,1.809,SE,0.0002147,0.0,94560.0,17900000.0,58.59,72.27,85.27,2.274,4.15,N,1187.0,16.93,,,,,,,,0.0,2.445,2.137,8.752,3.32,3.066,112.0,NA
659.0,45.6460496,10.3892953,2021-07-13,349.0,22.0,,,,20.92,17.78,,18.92,1.407,2.544,SE,0.0217,1.0,94110.0,12230000.0,64.67,83.28,93.9,3.944,5.815,SE,962.1,47.91,,,,,,,,0.0,2.445,2.137,8.752,3.326,3.068,112.0,NA
659.0,45.6460496,10.3892953,2021-07-14,349.0,22.0,,,,23.36,19.11,,17.24,0.7576,1.548,NW,0.007459,1.0,94330.0,17050000.0,64.15,75.86,89.81,1.731,3.259,SE,1191.0,33.58,,,,,,,,0.0,2.445,2.137,8.753,3.332,3.07,112.0,NA
659.0,45.6460496,10.3892953,2021-07-15,349.0,20.0,,,,24.05,20.18,,17.97,0.7671,1.623,NW,0.004344,0.0,94570.0,13570000.0,68.76,76.13,84.51,1.288,2.546,NW,1010.0,15.69,,,,,,,,0.0,2.445,2.137,8.753,3.337,3.072,112.0,NA
659.0,45.6460496,10.3892953,2021-07-16,349.0,26.0,,,,22.03,18.68,,18.87,0.7722,1.234,S,0.006316,0.0,94640.0,17630000.0,61.56,75.79,86.83,1.545,2.938,S,1504.0,25.36,,,,,,,,0.0,2.445,2.137,8.754,3.33,3.069,112.0,NA
659.0,45.6460496,10.3892953,2021-07-17,349.0,14.0,,,,19.27,15.53,,20.98,1.153,1.509,S,0.002444,0.0,94530.0,17850000.0,57.62,74.25,89.01,2.298,3.925,SW,1488.0,31.51,,,,,,,,0.0,2.445,2.137,8.754,3.323,3.067,112.0,NA
659.0,45.6460496,10.3892953,2021-07-18,349.0,6.0,,,,18.36,15.28,,22.3,0.9294,1.563,S,0.00148,0.0,94450.0,16790000.0,61.26,75.68,93.13,1.228,2.677,S,1142.0,18.34,,,,,,,,0.0,2.445,2.137,8.755,3.317,3.065,112.0,NA
659.0,45.6460496,10.3892953,2021-07-19,349.0,17.0,,,,18.49,15.5,,23.08,1.045,1.659,S,0.0004559,0.0,94590.0,21370000.0,44.6,65.45,88.47,1.698,3.133,N,1833.0,23.67,,,,,,,,0.0,2.445,2.137,8.755,3.31,3.062,112.0,NA
659.0,45.6460496,10.3892953,2021-07-20,349.0,33.0,,,,15.49,13.47,,22.46,1.109,1.529,S,0.001171,0.0,94750.0,19540000.0,55.01,69.5,91.76,1.747,3.012,NW,1304.0,15.6,,,,,,,,0.0,2.445,2.137,8.756,3.303,3.06,112.0,NA
659.0,45.6460496,10.3892953,2021-07-21,349.0,38.0,,,,15.71,13.62,,22.75,0.8966,1.557,NE,0.001156,0.0,95070.0,17890000.0,61.36,72.0,89.33,1.548,2.695,E,1039.0,45.06,,,,,,,,0.0,2.445,2.137,8.756,3.296,3.057,112.0,NA
659.0,45.6460496,10.3892953,2021-07-22,349.0,35.0,,,,13.7,11.26,,21.13,0.9811,1.54,SE,0.006019,0.0,95100.0,15950000.0,70.22,79.99,89.58,1.935,3.408,E,1096.0,77.39,,,,,,,,0.0,2.445,2.137,8.757,3.289,3.055,112.0,NA
659.0,45.6460496,10.3892953,2021-07-23,349.0,34.0,,,,11.46,9.583,,22.17,0.8302,1.39,N,0.0005425,0.0,94830.0,17440000.0,65.83,76.68,83.52,1.533,2.508,N,1098.0,37.34,,,,,,,,0.0,2.445,2.137,8.757,3.282,3.053,112.0,NA
659.0,45.6460496,10.3892953,2021-07-24,349.0,45.0,,,,15.1,12.86,,21.98,1.005,1.648,SE,0.007101,0.0,94580.0,13550000.0,62.99,77.4,87.18,2.211,4.939,E,1114.0,67.99,,,,,,,,0.0,2.445,2.137,8.758,3.275,3.05,112.0,NA
659.0,45.6460496,10.3892953,2021-07-25,349.0,39.0,,,,11.77,10.03,,21.43,1.173,2.409,SE,0.003875,0.0,94350.0,14770000.0,53.77,75.05,89.16,2.523,5.042,SE,2498.0,39.91,,,,,,,,0.0,2.445,2.137,8.758,3.268,3.048,112.0,NA
659.0,45.6460496,10.3892953,2021-07-26,349.0,20.0,,,,18.05,14.47,,20.15,0.9602,1.816,S,0.01314,1.0,94590.0,14310000.0,68.28,80.56,90.88,1.965,4.657,E,1274.0,32.75,,,,,,,,0.0,2.445,2.137,8.759,3.262,3.045,112.0,NA
659.0,45.6460496,10.3892953,2021-07-27,349.0,24.0,,,,16.34,13.61,,19.72,0.9864,1.539,E,0.01956,1.0,94840.0,11560000.0,70.61,85.98,96.67,1.861,3.185,SE,1075.0,18.13,,,,,,,,0.0,2.445,2.137,8.76,3.255,3.043,112.0,NA
659.0,45.6460496,10.3892953,2021-07-28,349.0,29.0,,,,17.24,13.4,,20.4,0.7839,1.287,W,0.003714,1.0,94730.0,12400000.0,72.57,81.3,89.72,1.671,2.794,W,1256.0,17.52,,,,,,,,0.0,2.445,2.137,8.76,3.248,3.041,112.0,NA
659.0,45.6460496,10.3892953,2021-07-29,349.0,33.0,,,,19.81,16.01,,21.02,1.017,1.565,S,7.62e-05,0.0,94680.0,18040000.0,61.93,76.97,97.39,1.412,2.796,NW,1047.0,11.54,,,,,,,,0.0,2.445,2.137,8.761,3.241,3.038,112.0,NA
659.0,45.6460496,10.3892953,2021-07-30,349.0,42.0,,,,18.08,15.45,,21.82,0.9875,1.913,S,0.001861,0.0,94460.0,16830000.0,63.16,78.56,95.99,1.419,3.844,W,895.7,14.91,,,,,,,,0.0,2.445,2.137,8.761,3.234,3.036,112.0,NA
659.0,45.6460496,10.3892953,2021-07-31,349.0,26.0,,,,13.12,10.95,,21.86,1.069,1.714,S,0.00179,0.0,94190.0,17760000.0,58.97,74.19,89.24,2.123,4.341,SE,1382.0,29.86,,,,,,,,0.0,2.445,2.137,8.762,3.227,3.033,112.0,NA
659.0,45.6460496,10.3892953,2021-08-01,349.0,33.0,,,,13.0,10.82,,18.18,1.016,1.54,S,0.01396,1.0,93930.0,11330000.0,79.62,84.69,91.27,2.165,4.032,SE,906.9,49.97,,,,,,,,0.0,2.445,2.137,8.763,3.22,3.031,112.0,NA
659.0,45.6460496,10.3892953,2021-08-02,349.0,7.0,,,,14.64,12.12,,18.14,1.024,1.865,S,0.00141,0.0,94530.0,17420000.0,51.55,69.49,84.46,1.75,2.922,SE,1455.0,28.22,,,,,,,,0.0,2.445,2.137,8.763,3.214,3.029,112.0,NA
659.0,45.6460496,10.3892953,2021-08-03,349.0,19.0,,,,16.45,13.46,,18.39,0.8162,1.392,E,0.002495,1.0,94710.0,13240000.0,67.05,77.16,88.11,1.426,2.74,E,1515.0,20.82,,,,,,,,0.0,2.445,2.137,8.764,3.207,3.026,112.0,NA
659.0,45.6460496,10.3892953,2021-08-04,349.0,27.0,,,,18.68,15.75,,17.81,1.02,1.629,SE,0.03151,1.0,94420.0,5986000.0,67.31,86.3,93.84,2.366,3.995,SE,543.9,64.61,,,,,,,,0.0,2.445,2.137,8.764,3.2,3.024,112.0,NA
659.0,45.6460496,10.3892953,2021-08-05,349.0,24.0,,,,14.78,12.27,,19.45,1.042,1.946,W,0.00588,0.0,93980.0,20680000.0,59.1,74.28,94.83,2.218,3.592,W,1529.0,18.85,,,,,,,,0.0,2.445,2.137,8.765,3.193,3.021,112.0,NA
